emp_id,age,age_group,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,salary_slab,monthly_rate,num_companies_worked,over_18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
RM762,36,36-45,yes,travel_rarely,660.0,research & development,15,3,other,1,1052,1,male,81.0,3,2,laboratory technician,3,divorced,4834.0,upto 5k,7858.0,7,y,no,14,3,2,80,1,9,3,2,1,0,0,0
RM774,36,36-45,no,travel_rarely,796.0,research & development,12,5,medical,1,1073,4,female,51.0,2,3,manufacturing director,4,single,8858.0,5k-10k,15669.0,0,y,no,11,3,2,80,0,15,2,2,14,8,7,8
RM818,36,36-45,no,non-travel,217.0,research & development,18,4,life sciences,1,1133,1,male,78.0,3,2,manufacturing director,4,single,7779.0,5k-10k,23238.0,2,y,no,20,4,1,80,0,18,0,3,11,9,0,9
RM874,36,36-45,no,travel_rarely,917.0,research & development,6,4,life sciences,1,1221,3,male,60.0,1,1,laboratory technician,3,divorced,2741.0,upto 5k,6865.0,1,y,no,14,3,3,80,1,7,4,3,7,7,1,7
RM883,36,36-45,no,travel_rarely,363.0,research & development,1,3,technical degree,1,1237,3,female,77.0,1,3,manufacturing director,1,divorced,10252.0,10k-15k,4235.0,2,y,yes,21,4,3,80,1,17,2,3,7,7,7,7
RM901,36,36-45,no,travel_frequently,469.0,research & development,3,3,technical degree,1,1257,3,male,46.0,3,1,research scientist,2,married,3692.0,upto 5k,9256.0,1,y,no,12,3,3,80,0,12,2,2,11,10,0,7
RM928,36,36-45,no,travel_rarely,429.0,research & development,2,4,life sciences,1,1294,3,female,53.0,3,2,manufacturing director,2,single,5410.0,5k-10k,2323.0,9,y,yes,11,3,4,80,0,18,2,3,16,14,5,12
RM943,36,36-45,no,travel_rarely,325.0,research & development,10,4,technical degree,1,1312,4,female,63.0,3,3,healthcare representative,3,married,7094.0,5k-10k,5747.0,3,y,no,12,3,1,80,0,10,0,3,7,7,1,7
RM969,36,36-45,no,travel_frequently,607.0,sales,7,3,marketing,1,1362,1,female,83.0,4,2,sales executive,1,married,4639.0,upto 5k,2261.0,2,y,no,16,3,4,80,1,17,2,2,15,7,6,13
RM1012,36,36-45,no,travel_rarely,1174.0,sales,3,4,marketing,1,1425,1,female,99.0,3,2,sales executive,2,single,9278.0,5k-10k,20763.0,3,y,yes,16,3,4,80,0,15,3,3,5,4,0,1
RM1019,36,36-45,no,travel_rarely,172.0,research & development,4,4,life sciences,1,1435,1,male,37.0,2,2,laboratory technician,4,single,5810.0,5k-10k,22604.0,1,y,no,16,3,3,80,0,10,2,2,10,4,1,8
RM1020,36,36-45,no,travel_rarely,329.0,sales,16,4,marketing,1,1436,3,female,98.0,2,2,sales executive,1,married,5647.0,5k-10k,13494.0,4,y,no,13,3,1,80,2,11,3,2,3,2,0,2
RM1103,36,36-45,no,travel_rarely,1157.0,sales,2,4,life sciences,1,1556,3,male,70.0,3,1,sales representative,4,single,2644.0,upto 5k,17001.0,3,y,yes,21,4,4,80,0,7,3,2,3,2,1,2
RM1122,36,36-45,no,travel_rarely,884.0,sales,1,4,life sciences,1,1585,2,female,73.0,3,2,sales executive,3,single,6815.0,5k-10k,21447.0,6,y,no,13,3,1,80,0,15,5,3,1,0,0,0
RM1129,36,36-45,no,travel_frequently,1302.0,research & development,6,4,life sciences,1,1594,1,male,80.0,4,2,laboratory technician,1,married,5562.0,5k-10k,19711.0,3,y,yes,13,3,4,80,1,9,3,3,3,2,0,2
RM1146,36,36-45,no,travel_rarely,559.0,research & development,12,4,life sciences,1,1614,3,female,76.0,3,2,manufacturing director,3,married,4663.0,upto 5k,12421.0,9,y,yes,12,3,2,80,2,7,2,3,3,2,1,1
RM1174,36,36-45,no,travel_rarely,711.0,research & development,5,4,life sciences,1,1651,2,female,42.0,3,3,healthcare representative,1,married,8008.0,5k-10k,22792.0,4,y,no,12,3,3,80,2,9,6,3,3,2,0,2
RM1181,36,36-45,no,travel_rarely,311.0,research & development,7,3,life sciences,1,1659,1,male,77.0,3,1,laboratory technician,2,single,2013.0,upto 5k,10950.0,2,y,no,11,3,3,80,0,15,4,3,4,3,1,3
RM1183,36,36-45,no,non-travel,894.0,research & development,1,4,medical,1,1662,4,female,33.0,2,2,manufacturing director,3,married,4374.0,upto 5k,15411.0,0,y,no,15,3,3,80,0,4,6,3,3,2,1,2
RM1184,36,36-45,no,travel_rarely,1040.0,research & development,3,2,life sciences,1,1664,4,male,79.0,4,2,healthcare representative,1,divorced,6842.0,5k-10k,26308.0,6,y,no,20,4,1,80,1,13,3,3,5,4,0,4
RM1200,36,36-45,no,travel_rarely,1351.0,research & development,26,4,life sciences,1,1682,1,male,80.0,3,2,healthcare representative,3,married,5347.0,5k-10k,7419.0,6,y,no,14,3,2,80,2,10,2,2,3,2,0,2
RM1221,36,36-45,no,travel_rarely,530.0,sales,2,4,life sciences,1,1710,3,female,51.0,3,2,sales representative,4,single,4502.0,upto 5k,7439.0,3,y,no,15,3,3,80,0,17,2,2,13,7,6,7
RM1237,36,36-45,yes,travel_rarely,1456.0,sales,13,5,marketing,1,1733,2,male,96.0,2,2,sales executive,1,divorced,6134.0,5k-10k,8658.0,5,y,yes,13,3,2,80,3,16,3,3,2,2,2,2
RM1279,36,36-45,no,travel_rarely,1383.0,research & development,10,3,life sciences,1,1790,4,male,90.0,3,3,healthcare representative,1,married,8321.0,5k-10k,25949.0,7,y,yes,13,3,4,80,1,15,1,3,12,8,5,7
RM1316,36,36-45,no,travel_rarely,430.0,research & development,2,4,other,1,1847,4,female,73.0,3,2,research scientist,2,married,6962.0,5k-10k,19573.0,4,y,yes,22,4,4,80,1,15,2,3,1,0,0,0
RM1341,36,36-45,no,travel_rarely,1266.0,sales,10,4,technical degree,1,1880,2,female,63.0,2,2,sales executive,3,married,5673.0,5k-10k,6060.0,1,y,yes,13,3,1,80,1,10,4,3,10,9,1,7
RM1348,36,36-45,no,travel_frequently,1213.0,human resources,2,1,human resources,1,1890,2,male,94.0,2,2,human resources,4,single,3886.0,upto 5k,4223.0,1,y,no,21,4,4,80,0,10,2,2,10,1,0,8
RM1356,36,36-45,no,travel_rarely,335.0,sales,17,2,marketing,1,1908,3,male,33.0,2,2,sales executive,2,married,5507.0,5k-10k,16822.0,2,y,no,16,3,3,80,2,12,1,1,4,2,1,3
RM1384,36,36-45,no,non-travel,1351.0,research & development,9,4,life sciences,1,1949,1,male,66.0,4,1,laboratory technician,2,married,2810.0,upto 5k,9238.0,1,y,no,22,4,2,80,0,5,3,3,5,4,0,2
RM1440,36,36-45,no,travel_rarely,557.0,sales,3,3,medical,1,2024,1,female,94.0,2,3,sales executive,4,married,7644.0,5k-10k,12695.0,0,y,no,19,3,3,80,2,10,2,3,9,7,3,4
RM1441,36,36-45,no,travel_frequently,688.0,research & development,4,2,life sciences,1,2025,4,female,97.0,3,2,manufacturing director,2,divorced,5131.0,5k-10k,9192.0,7,y,no,13,3,2,80,3,18,3,3,4,2,0,2
RM1448,36,36-45,no,non-travel,301.0,sales,15,4,marketing,1,2036,4,male,88.0,1,2,sales executive,4,divorced,5406.0,5k-10k,10436.0,1,y,no,24,4,1,80,1,15,4,2,15,12,11,11
RM1454,36,36-45,no,travel_rarely,1120.0,sales,11,4,marketing,1,2045,2,female,100.0,2,2,sales executive,4,married,6652.0,5k-10k,14369.0,4,y,no,13,3,1,80,1,8,2,2,6,3,0,0
RM1466,36,36-45,no,travel_frequently,884.0,research & development,23,2,medical,1,2061,3,male,41.0,4,2,laboratory technician,4,married,2571.0,upto 5k,12290.0,4,y,no,17,3,3,80,1,17,3,3,5,2,0,3
RM1466,36,36-45,no,travel_frequently,884.0,research & development,23,2,medical,1,2061,3,male,41.0,4,2,laboratory technician,4,married,2571.0,upto 5k,12290.0,4,y,no,17,3,3,80,1,17,3,3,5,2,0,2
RM003,37,36-45,yes,travel_rarely,1373.0,research & development,2,2,other,1,4,4,male,92.0,2,1,laboratory technician,3,single,2090.0,upto 5k,2396.0,6,y,yes,15,3,2,80,0,7,3,3,0,0,0,0
RM048,37,36-45,no,travel_rarely,408.0,research & development,19,2,life sciences,1,61,2,male,73.0,3,1,research scientist,2,married,3022.0,upto 5k,10227.0,4,y,no,21,4,1,80,0,8,1,3,1,0,0,0
RM060,37,36-45,no,travel_rarely,1115.0,research & development,1,4,life sciences,1,77,1,male,51.0,2,2,manufacturing director,3,divorced,5993.0,5k-10k,2689.0,1,y,no,18,3,3,80,1,7,2,4,7,5,0,7
RM079,37,36-45,no,travel_rarely,397.0,research & development,7,4,medical,1,102,1,male,30.0,3,3,research director,3,single,13664.0,10k-15k,25258.0,4,y,no,13,3,1,80,0,16,3,4,5,2,0,2
RM101,37,36-45,yes,travel_rarely,807.0,human resources,6,4,human resources,1,133,3,male,63.0,3,1,human resources,1,divorced,2073.0,upto 5k,23648.0,4,y,yes,22,4,4,80,0,7,3,3,3,2,0,2
RM105,37,36-45,no,non-travel,1040.0,research & development,2,2,life sciences,1,139,3,male,100.0,2,2,healthcare representative,4,divorced,5163.0,5k-10k,15850.0,5,y,no,14,3,4,80,1,17,2,4,1,0,0,0
RM116,37,36-45,no,travel_rarely,1189.0,sales,3,3,life sciences,1,152,3,male,87.0,3,3,sales executive,4,single,7428.0,5k-10k,14506.0,2,y,no,12,3,1,80,0,12,3,3,5,3,1,3
RM196,37,36-45,no,travel_rarely,290.0,research & development,21,3,life sciences,1,267,2,male,65.0,4,1,research scientist,1,married,3564.0,upto 5k,22977.0,1,y,yes,12,3,1,80,1,8,3,2,8,7,1,7
RM223,37,36-45,no,travel_frequently,663.0,research & development,11,3,other,1,306,2,male,47.0,3,3,research director,4,divorced,12185.0,10k-15k,10056.0,1,y,yes,14,3,3,80,3,10,1,3,10,8,0,7
RM227,37,36-45,no,travel_frequently,319.0,sales,4,4,marketing,1,311,1,male,41.0,3,1,sales representative,4,divorced,2793.0,upto 5k,2539.0,4,y,no,17,3,3,80,1,13,2,3,9,8,5,8
RM274,37,36-45,no,travel_rarely,228.0,sales,6,4,medical,1,378,3,male,98.0,3,2,sales executive,4,married,6502.0,5k-10k,22825.0,4,y,no,14,3,2,80,1,7,5,4,5,4,0,1
RM276,37,36-45,no,non-travel,728.0,research & development,1,4,medical,1,380,1,female,80.0,3,3,research director,4,divorced,13603.0,10k-15k,11677.0,2,y,yes,18,3,1,80,2,15,2,3,5,2,0,2
RM286,37,36-45,no,travel_rarely,1372.0,research & development,1,3,life sciences,1,391,4,female,42.0,3,1,research scientist,4,single,2115.0,upto 5k,15881.0,1,y,no,12,3,2,80,0,17,3,3,17,12,5,7
RM295,37,36-45,no,travel_frequently,889.0,research & development,9,3,medical,1,403,2,male,53.0,3,1,research scientist,4,married,2326.0,upto 5k,11411.0,1,y,yes,12,3,3,80,3,4,3,2,4,2,1,2
RM341,37,36-45,no,travel_rarely,1192.0,research & development,5,2,medical,1,460,4,male,61.0,3,2,manufacturing director,4,divorced,6347.0,5k-10k,23177.0,7,y,no,16,3,3,80,2,8,2,2,6,2,0,4
RM354,37,36-45,no,travel_rarely,1319.0,research & development,6,3,medical,1,474,3,male,51.0,4,2,research scientist,1,divorced,5974.0,5k-10k,17001.0,4,y,yes,13,3,1,80,2,13,2,3,7,7,6,7
RM365,37,36-45,no,travel_rarely,921.0,research & development,10,3,medical,1,486,3,female,98.0,3,1,laboratory technician,1,married,3452.0,upto 5k,17663.0,6,y,no,20,4,2,80,1,17,3,3,5,4,0,3
RM387,37,36-45,no,travel_rarely,1107.0,research & development,14,3,life sciences,1,515,4,female,95.0,3,1,laboratory technician,1,divorced,3034.0,upto 5k,26914.0,1,y,no,12,3,3,80,1,18,2,2,18,7,12,17
RM390,37,36-45,no,travel_rarely,1305.0,research & development,10,4,life sciences,1,518,3,male,49.0,3,2,manufacturing director,2,single,4197.0,upto 5k,21123.0,2,y,yes,12,3,4,80,0,18,2,2,1,0,0,1
RM399,37,36-45,no,non-travel,1063.0,research & development,25,5,medical,1,529,2,female,72.0,3,2,research scientist,3,married,4449.0,upto 5k,23866.0,3,y,yes,15,3,1,80,2,15,2,3,13,11,10,7
RM465,37,36-45,no,travel_rarely,799.0,research & development,1,3,technical degree,1,623,2,female,59.0,3,3,manufacturing director,4,single,7491.0,5k-10k,23848.0,4,y,no,17,3,4,80,0,12,3,4,6,5,1,2
RM468,37,36-45,no,non-travel,142.0,sales,9,4,medical,1,626,1,male,69.0,3,3,sales executive,2,divorced,8834.0,5k-10k,24666.0,1,y,no,13,3,4,80,1,9,6,3,9,5,7,7
RM473,37,36-45,no,travel_rarely,446.0,research & development,1,4,life sciences,1,635,2,female,65.0,3,2,manufacturing director,2,married,6447.0,5k-10k,15701.0,6,y,no,12,3,2,80,1,8,2,2,6,5,4,3
RM487,37,36-45,no,travel_rarely,558.0,sales,2,3,marketing,1,656,4,male,75.0,3,2,sales executive,3,married,9602.0,5k-10k,3010.0,4,y,yes,11,3,3,80,1,17,3,2,3,0,1,0
RM507,37,36-45,no,travel_rarely,482.0,research & development,3,3,other,1,689,3,male,36.0,3,3,manufacturing director,3,married,9434.0,5k-10k,9606.0,1,y,no,15,3,3,80,1,10,2,3,10,7,7,8
RM523,37,36-45,no,travel_rarely,1225.0,research & development,10,2,life sciences,1,715,4,male,80.0,4,1,research scientist,4,single,4680.0,upto 5k,15232.0,3,y,no,17,3,1,80,0,4,2,3,1,0,0,0
RM578,37,36-45,no,travel_rarely,571.0,research & development,10,1,life sciences,1,802,4,female,82.0,3,1,research scientist,1,divorced,2782.0,upto 5k,19905.0,0,y,yes,13,3,2,80,2,6,3,2,5,3,4,3
RM629,37,36-45,no,travel_rarely,342.0,sales,16,4,marketing,1,868,4,male,66.0,2,2,sales executive,3,divorced,6334.0,5k-10k,24558.0,4,y,no,19,3,4,80,2,9,2,3,1,0,0,0
RM649,37,36-45,no,travel_frequently,1231.0,sales,21,2,medical,1,900,3,female,54.0,3,1,sales representative,4,married,2973.0,upto 5k,21222.0,5,y,no,15,3,2,80,1,10,3,3,5,4,0,0
RM653,37,36-45,no,non-travel,1252.0,sales,19,2,medical,1,904,1,male,32.0,3,3,sales executive,2,single,7642.0,5k-10k,4814.0,1,y,yes,13,3,4,80,0,10,2,3,10,0,0,9
RM696,37,36-45,yes,travel_rarely,625.0,sales,1,4,life sciences,1,970,1,male,46.0,2,3,sales executive,3,married,10609.0,10k-15k,14922.0,5,y,no,11,3,3,80,0,17,2,1,14,1,11,7
RM745,37,36-45,yes,travel_rarely,1141.0,research & development,11,2,medical,1,1033,1,female,61.0,1,2,healthcare representative,2,married,4777.0,upto 5k,14382.0,5,y,no,15,3,1,80,0,15,2,1,1,0,0,0
RM768,37,36-45,no,travel_rarely,124.0,research & development,3,3,other,1,1062,4,female,35.0,3,2,healthcare representative,2,single,4107.0,upto 5k,13848.0,3,y,no,15,3,1,80,0,8,3,2,4,3,0,1
RM796,37,36-45,no,travel_rarely,309.0,sales,10,4,life sciences,1,1105,4,female,88.0,2,2,sales executive,4,divorced,6694.0,5k-10k,24223.0,2,y,yes,14,3,3,80,3,8,5,3,1,0,0,0
RM833,37,36-45,no,travel_rarely,367.0,research & development,25,2,medical,1,1161,3,female,52.0,2,2,healthcare representative,4,divorced,5731.0,5k-10k,17171.0,7,y,no,13,3,3,80,2,9,2,3,6,2,1,3
RM856,37,36-45,no,travel_rarely,977.0,research & development,1,3,life sciences,1,1196,4,female,56.0,2,2,manufacturing director,4,married,6474.0,5k-10k,9961.0,1,y,no,13,3,2,80,1,14,2,2,14,8,3,11
RM990,37,36-45,no,travel_rarely,1439.0,research & development,4,1,life sciences,1,1394,3,male,54.0,3,1,research scientist,3,married,2996.0,upto 5k,5182.0,7,y,yes,15,3,4,80,0,8,2,3,6,4,1,3
RM1002,37,36-45,no,travel_rarely,1462.0,research & development,11,3,medical,1,1411,1,female,94.0,3,1,laboratory technician,3,single,3629.0,upto 5k,19106.0,4,y,no,18,3,1,80,0,8,6,3,3,2,0,2
RM1023,37,36-45,no,non-travel,1413.0,research & development,5,2,technical degree,1,1440,3,male,84.0,4,1,laboratory technician,3,single,3500.0,upto 5k,25470.0,0,y,no,14,3,1,80,0,7,2,1,6,5,1,3
RM1090,37,36-45,no,travel_rarely,674.0,research & development,13,3,medical,1,1543,1,male,47.0,3,2,research scientist,4,married,4285.0,upto 5k,3031.0,1,y,no,17,3,1,80,0,10,2,3,10,8,3,7
RM1159,37,36-45,no,travel_rarely,671.0,research & development,19,3,life sciences,1,1631,3,male,85.0,3,2,manufacturing director,3,married,5768.0,5k-10k,26493.0,3,y,no,17,3,1,80,3,9,2,2,4,3,0,2
RM1164,37,36-45,no,travel_rarely,1470.0,research & development,10,3,medical,1,1640,2,female,71.0,3,1,research scientist,2,married,3936.0,upto 5k,9953.0,1,y,no,11,3,1,80,1,8,2,1,8,4,7,7
RM1212,37,36-45,no,travel_frequently,1278.0,sales,1,4,medical,1,1700,3,male,31.0,1,2,sales executive,4,divorced,9525.0,5k-10k,7677.0,1,y,no,14,3,3,80,2,6,2,2,6,3,1,3
RM1277,37,36-45,no,travel_rarely,589.0,sales,9,2,marketing,1,1787,2,male,46.0,2,2,sales executive,2,married,4189.0,upto 5k,8800.0,1,y,no,14,3,1,80,2,5,2,3,5,2,0,3
RM1281,37,36-45,no,travel_rarely,1239.0,human resources,8,2,other,1,1794,3,male,89.0,3,2,human resources,2,divorced,4071.0,upto 5k,12832.0,2,y,no,13,3,3,80,0,19,4,2,10,0,4,7
RM1292,37,36-45,yes,travel_rarely,370.0,research & development,10,4,medical,1,1809,4,male,58.0,3,2,manufacturing director,1,single,4213.0,upto 5k,4992.0,1,y,no,15,3,2,80,0,10,4,1,10,3,0,8
RM1345,37,36-45,no,travel_rarely,783.0,research & development,7,4,medical,1,1885,4,male,78.0,3,2,research scientist,1,married,4284.0,upto 5k,13588.0,5,y,yes,22,4,3,80,1,16,2,3,5,3,0,4
RM1433,37,36-45,no,travel_rarely,161.0,research & development,10,3,life sciences,1,2017,3,female,42.0,4,3,research director,4,married,13744.0,10k-15k,15471.0,1,y,yes,25,4,1,80,1,16,2,3,16,11,6,8
RM020,38,36-45,no,travel_rarely,371.0,research & development,2,3,life sciences,1,24,4,male,45.0,3,1,research scientist,4,single,3944.0,upto 5k,4306.0,5,y,yes,11,3,3,80,0,6,3,3,3,2,1,2
RM062,38,36-45,no,travel_frequently,653.0,research & development,29,5,life sciences,1,79,4,female,50.0,3,2,laboratory technician,4,single,2406.0,upto 5k,5456.0,1,y,no,11,3,4,80,0,10,2,3,10,3,9,9
RM084,38,36-45,no,non-travel,573.0,research & development,6,3,medical,1,107,2,female,79.0,1,2,research scientist,4,divorced,5329.0,5k-10k,15717.0,7,y,yes,12,3,4,80,3,17,3,3,13,11,1,9
RM169,38,36-45,no,travel_rarely,702.0,sales,1,4,life sciences,1,230,1,female,59.0,2,2,sales executive,4,single,8686.0,5k-10k,12930.0,4,y,no,22,4,3,80,0,12,2,4,8,3,0,7
RM180,38,36-45,no,travel_rarely,1380.0,research & development,9,2,life sciences,1,245,3,female,75.0,3,1,laboratory technician,4,single,2288.0,upto 5k,6319.0,1,y,no,12,3,3,80,0,2,3,3,2,2,2,1
RM199,38,36-45,no,travel_rarely,1261.0,research & development,2,4,life sciences,1,271,4,male,88.0,3,2,manufacturing director,3,married,6553.0,5k-10k,7259.0,9,y,no,14,3,2,80,0,14,3,3,1,0,0,0
RM200,38,36-45,no,travel_rarely,1084.0,research & development,29,3,technical degree,1,273,4,male,54.0,3,2,manufacturing director,4,married,6261.0,5k-10k,4185.0,3,y,no,18,3,1,80,1,9,3,1,7,7,1,7
RM205,38,36-45,yes,travel_rarely,1180.0,research & development,29,1,medical,1,282,2,male,70.0,3,2,healthcare representative,1,married,6673.0,5k-10k,11354.0,7,y,yes,19,3,2,80,0,17,2,3,1,0,0,0
RM224,38,36-45,no,travel_rarely,119.0,sales,3,3,life sciences,1,307,1,male,76.0,3,3,sales executive,3,divorced,10609.0,10k-15k,9647.0,0,y,no,12,3,3,80,2,17,6,2,16,10,5,13
RM262,38,36-45,no,non-travel,1327.0,sales,2,2,life sciences,1,361,4,male,39.0,2,2,sales executive,4,married,5249.0,5k-10k,19682.0,3,y,no,18,3,4,80,1,13,0,3,8,7,7,5
RM278,38,36-45,no,travel_rarely,322.0,sales,7,2,medical,1,382,1,female,44.0,4,2,sales executive,1,divorced,5605.0,5k-10k,19191.0,1,y,yes,24,4,3,80,1,8,3,3,8,0,7,7
RM288,38,36-45,no,travel_rarely,688.0,research & development,23,4,life sciences,1,393,4,male,82.0,3,2,healthcare representative,4,divorced,5745.0,5k-10k,18899.0,9,y,no,14,3,2,80,1,10,2,3,2,2,1,2
RM308,38,36-45,no,travel_rarely,849.0,research & development,25,2,life sciences,1,421,1,female,81.0,2,3,research director,2,married,12061.0,10k-15k,26707.0,3,y,no,17,3,3,80,1,19,2,3,10,8,0,1
RM342,38,36-45,no,travel_rarely,343.0,research & development,15,2,life sciences,1,461,3,male,92.0,2,3,research director,4,divorced,11510.0,10k-15k,15682.0,0,y,yes,14,3,2,80,1,12,3,3,11,10,2,9
RM417,38,36-45,no,travel_frequently,1490.0,research & development,2,2,life sciences,1,556,4,male,42.0,3,1,laboratory technician,4,married,1702.0,upto 5k,12106.0,1,y,yes,23,4,3,80,1,1,3,3,1,0,0,0
RM472,38,36-45,no,travel_rarely,1495.0,research & development,10,3,medical,1,634,3,female,76.0,3,2,healthcare representative,3,married,9824.0,5k-10k,22174.0,3,y,no,19,3,3,80,1,18,4,3,1,0,0,0
RM491,38,36-45,no,travel_rarely,362.0,research & development,1,1,life sciences,1,662,3,female,43.0,3,1,research scientist,1,single,2619.0,upto 5k,14561.0,3,y,no,17,3,4,80,0,8,3,2,0,0,0,0
RM519,38,36-45,no,travel_rarely,243.0,sales,7,4,marketing,1,709,4,female,46.0,2,2,sales executive,4,single,4028.0,upto 5k,7791.0,0,y,no,20,4,1,80,0,8,2,3,7,7,0,5
RM530,38,36-45,no,travel_rarely,827.0,research & development,1,4,life sciences,1,724,2,female,33.0,4,2,healthcare representative,4,single,7625.0,5k-10k,19383.0,0,y,no,13,3,3,80,0,10,4,2,9,7,1,8
RM543,38,36-45,no,travel_rarely,168.0,research & development,1,3,life sciences,1,743,3,female,81.0,3,3,manufacturing director,3,single,7861.0,5k-10k,15397.0,4,y,yes,14,3,4,80,0,10,4,4,1,0,0,0
RM560,38,36-45,no,travel_rarely,268.0,research & development,2,5,medical,1,773,4,male,92.0,3,1,research scientist,3,married,3057.0,upto 5k,20471.0,6,y,yes,13,3,2,80,1,6,0,1,1,0,0,1
RM579,38,36-45,no,travel_frequently,240.0,research & development,2,4,life sciences,1,803,1,female,75.0,4,2,manufacturing director,1,single,5980.0,5k-10k,26085.0,6,y,yes,12,3,4,80,0,17,2,3,15,7,4,12
RM606,38,36-45,no,travel_frequently,471.0,research & development,12,3,life sciences,1,837,1,male,45.0,2,2,healthcare representative,1,divorced,6288.0,5k-10k,4284.0,2,y,no,15,3,3,80,1,13,3,2,4,3,1,2
RM643,38,36-45,no,travel_rarely,395.0,sales,9,3,marketing,1,893,2,male,98.0,2,1,sales representative,2,married,2899.0,upto 5k,12102.0,0,y,no,19,3,4,80,1,3,3,3,2,2,1,2
RM682,38,36-45,no,travel_rarely,1333.0,research & development,1,3,technical degree,1,950,4,female,80.0,3,3,research director,1,married,13582.0,10k-15k,16292.0,1,y,no,13,3,2,80,1,15,3,3,15,12,5,11
RM704,38,36-45,no,non-travel,152.0,sales,10,3,technical degree,1,983,3,female,85.0,3,2,sales executive,4,single,5666.0,5k-10k,19899.0,1,y,yes,13,3,2,80,0,6,1,3,5,3,1,3
RM723,38,36-45,no,travel_frequently,1391.0,research & development,10,1,medical,1,1006,3,male,66.0,3,1,research scientist,3,married,2684.0,upto 5k,12127.0,0,y,no,17,3,2,80,1,3,0,2,2,1,0,2
RM748,38,36-45,no,travel_rarely,1035.0,sales,3,4,life sciences,1,1036,2,male,42.0,3,2,sales executive,4,single,6861.0,5k-10k,4981.0,8,y,yes,12,3,3,80,0,19,1,3,1,0,0,0
RM766,38,36-45,no,travel_frequently,1186.0,research & development,3,4,other,1,1060,3,male,44.0,3,1,research scientist,3,married,2821.0,upto 5k,2997.0,3,y,no,16,3,1,80,1,8,2,3,2,2,2,2
RM785,38,36-45,no,travel_rarely,330.0,research & development,17,1,life sciences,1,1088,3,female,65.0,2,3,healthcare representative,3,married,8823.0,5k-10k,24608.0,0,y,no,18,3,1,80,1,20,4,2,19,9,1,9
RM808,38,36-45,no,travel_rarely,770.0,sales,10,4,marketing,1,1119,3,male,73.0,2,3,sales executive,3,divorced,8740.0,5k-10k,5569.0,0,y,yes,14,3,2,80,2,9,2,3,8,7,2,7
RM812,38,36-45,no,travel_rarely,130.0,sales,2,2,marketing,1,1125,4,male,32.0,3,3,sales executive,2,single,7351.0,5k-10k,20619.0,7,y,no,16,3,3,80,0,10,2,3,1,0,0,0
RM827,38,36-45,no,travel_rarely,433.0,human resources,1,3,human resources,1,1152,3,male,37.0,4,1,human resources,3,married,2844.0,upto 5k,6004.0,1,y,no,13,3,4,80,1,7,2,4,7,6,5,0
RM964,38,36-45,no,travel_rarely,1009.0,sales,2,2,life sciences,1,1355,2,female,31.0,3,2,sales executive,1,divorced,6893.0,5k-10k,19461.0,3,y,no,15,3,4,80,1,11,3,3,7,7,1,7
RM983,38,36-45,no,travel_frequently,693.0,research & development,7,3,life sciences,1,1382,4,male,57.0,4,1,research scientist,3,divorced,2610.0,upto 5k,15748.0,1,y,no,11,3,4,80,3,4,2,3,4,2,0,3
RM1108,38,36-45,no,travel_frequently,888.0,human resources,10,4,human resources,1,1563,3,male,71.0,3,2,human resources,3,married,6077.0,5k-10k,14814.0,3,y,no,11,3,3,80,0,10,2,3,6,3,1,2
RM1113,38,36-45,yes,travel_rarely,903.0,research & development,2,3,medical,1,1573,3,male,81.0,3,2,manufacturing director,2,married,4855.0,upto 5k,7653.0,4,y,no,11,3,1,80,2,7,2,3,5,2,1,4
RM1120,38,36-45,no,travel_rarely,1245.0,sales,14,3,life sciences,1,1582,3,male,80.0,3,2,sales executive,2,married,9924.0,5k-10k,12355.0,0,y,no,11,3,4,80,1,10,3,3,9,8,7,7
RM1121,38,36-45,no,travel_rarely,437.0,sales,16,3,life sciences,1,1583,2,female,90.0,3,2,sales executive,2,single,4198.0,upto 5k,16379.0,2,y,no,12,3,2,80,0,8,5,4,3,2,1,2
RM1162,38,36-45,no,travel_rarely,397.0,research & development,2,2,medical,1,1638,4,female,54.0,2,3,manufacturing director,3,married,7756.0,5k-10k,14199.0,3,y,yes,19,3,4,80,1,10,6,4,5,4,0,2
RM1188,38,36-45,no,travel_frequently,1189.0,research & development,1,3,life sciences,1,1668,4,male,90.0,3,2,research scientist,4,married,4735.0,upto 5k,9867.0,7,y,no,15,3,4,80,2,19,4,4,13,11,2,9
RM1194,38,36-45,no,travel_frequently,148.0,research & development,2,3,medical,1,1675,4,female,42.0,2,1,laboratory technician,2,single,2440.0,upto 5k,23826.0,1,y,no,22,4,2,80,0,4,3,3,4,3,3,3
RM1203,38,36-45,no,travel_rarely,1495.0,research & development,4,2,medical,1,1687,4,female,87.0,3,1,laboratory technician,3,married,3306.0,upto 5k,26176.0,7,y,no,19,3,4,80,1,7,5,2,0,0,0,0
